Reporting - Report PO | PIM;;;;;;;;;;;;;;;
Purchase Order No;Supplier Name;Order Date;Delivery Date;Item ID;Item Name;Item Description;Quantity Ordered;Quantity Delivered;Unit Price;Total Cost;Delivery Status;Defect Rate;Category Barang;Approval Time;Procurment Lead Time
0010/PO/CD/IV/2023/CIC/MKESE;TOKO GS;04-04-2023;06-04-2023;31223;SELANG FLEXIBLE;selang wastafel;"2,00";"2,00";15000;"30.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;2 Hari
0010/PO/CD/IV/2023/CIC/MKESE;TOKO GS;04-04-2023;06-04-2023;31232;SELANG KUNINGAN;16 Meter;"2,00";"2,00";35000;"70.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;2 Hari
0010/PO/CD/IV/2023/CIC/MKESE;TOKO GS;04-04-2023;06-04-2023;31878;STOP KRAN;1/2 Inch;"1,00";"1,00";20000;"20.000,00";Finish;0%;SANITAIR DAN KAMAR MANDI;1 Hari;2 Hari
0010/PO/CD/IV/2023/CIC/MKESE;TOKO GS;04-04-2023;06-04-2023;31024;WATERPROOFING;-;"3,00";"3,00";210000;"630.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;2 Hari
0011/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;12-01-2023;17-01-2023;30850;HANDPHONE (HP);HP Oppo Reno 8 4G 8/256;"1,00";"1,00";4600000;"4.600.000,00";Finish;0%;KOMUNIKASI;6 Hari;5 Hari
0011/PO/CD/II/2023/CIC/CIE;Dodi Kohanta - Jonggol;15-02-2023;03-03-2023;31054;BATU MACADAM / MAKADAM;Batu split;"14,00";"14,00";300000;"4.200.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;16 Hari
0011/PO/CD/III/2023/CIC/MKES;ADE ABDILLAH - BOGOR;06-03-2023;;30574;TEMPAT SAMPAH;"Kapasitas 60 liter, warna hijau, tiang tanam";"7,00";;300000;"2.100.000,00";Dalam Proses;0%;KEBERSIHAN;4 Hari;
0011/PO/CD/IV/2023/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;24-04-2023;30-05-2023;31555;KOMPOR INDUKSI;"1 tungku, tipe IDC-300";"7,00";"7,00";285000;"1.995.000,00";Finish;0%;PERALATAN DAPUR;1 Hari;36 Hari
0011/PO/CD/IV/2023/CIC/MKESE;BP. SAEPUL - JONGGOL;10-04-2023;06-05-2023;30258;AIR RADIATOR;5 Liter;"2,00";"2,00";30000;"60.000,00";Finish;0%;CHEMICAL;5 Hari;26 Hari
0011/PO/CD/IV/2023/CIC/MKESE;BP. SAEPUL - JONGGOL;10-04-2023;06-05-2023;30246;OLI MESIN;"Merk, meditran, S-40 Kemasan 5 L";"2,00";"2,00";195000;"390.000,00";Finish;0%;CHEMICAL;5 Hari;26 Hari
0012/PO/CD/I/2023/CIC/CI;Bina Jaya Computer - Jakarta;12-01-2023;21-01-2023;30668;LAPTOP/ NOTEBOOK;"HP 240, i3";"1,00";"1,00";6650000;"6.650.000,00";Finish;0%;KOMPUTER;6 Hari;9 Hari
0012/PO/CD/II/2023/CIC/CIE;SAHABAT USAHA TEKNIK - BOGOR;21-02-2023;22-03-2023;30962;LAMPU LED;"10 watt, warna putih";"2,00";"2,00";50000;"100.000,00";Finish;0%;LISTRIK;11 Hari;29 Hari
0012/PO/CD/III/2023/CIC/MKES;Ace Hardware - Cibubur;10-03-2023;04-04-2023;30574;TEMPAT SAMPAH;"Kapasitas 120 Liter, Material :plastik, Dilengkapi pedal, roda dan tutup";"39,00";"39,00";509900;"19.886.100,00";Finish;0%;KEBERSIHAN;0 Hari;25 Hari
0012/PO/CD/IV/2023/CIC/MKESE;TOKO GS;10-04-2023;;31204;PIPA PVC;Pipa 1 1/2 inc AW;"2,00";;76500;"153.000,00";Dalam Proses;0%;MATERIAL KONSTRUKSI;2 Hari;
0012/PO/CD/IV/2023/CIC/MKESE;TOKO GS;10-04-2023;;30282;SODA API;Soda Api  Cair;"1,00";;40000;"40.000,00";Dalam Proses;0%;CHEMICAL;2 Hari;
0012/PO/CD/V/2023/CIC/AIMP;PT. PLATBOARD LUTSINDO - Bekasi;28-05-2023;;31370;BILLBOARD;"Bahan: flexi, Ukuran. 9x7meter, Lokasi: patung kuda SPBU, Materi: ""Tipe baru 2 lt 3 kamar, harga perdana mulai 791jutaan""";"1,00";;1917500;"1.917.500,00";Dalam Proses;0%;MEDIA INFORMASI;2 Hari;
0013/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;12-01-2023;17-01-2023;30216;TELEVISI/TV LED;"LED TV 32 inch, Tipe L32G7N";"1,00";"1,00";1950000;"1.950.000,00";Finish;0%;AUDIO DAN VISUAL;6 Hari;5 Hari
0013/PO/CD/III/2023/CIC/CIE;SAHABAT USAHA TEKNIK - BOGOR;06-03-2023;;30961;LAMPU LAINNYA;Lampu TL 40 watt;"2,00";;25000;"50.000,00";Dalam Proses;100%;LISTRIK;4 Hari;
0013/PO/CD/III/2023/CIC/CIE;SAHABAT USAHA TEKNIK - BOGOR;06-03-2023;;30962;LAMPU LED;Bohlam LED 10 watt;"10,00";;50000;"500.000,00";Dalam Proses;100%;LISTRIK;4 Hari;
0013/PO/CD/III/2023/CIC/MKES;CV. Sanjaya - Bekasi;20-03-2023;06-04-2023;31379;BROSUR;"Cetak 2 muka, materi: bukit Viola, cetak A4 hitam putih";"1500,00";"1500,00";200;"300.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;17 Hari
0013/PO/CD/V/2023/CIC/AIMP;PT. PLATBOARD LUTSINDO - Bekasi;28-05-2023;26-02-2024;31388;SPANDUK;"Bahan : Flexi, Ukuran : 0,6 x 2,9meter, Materi : Tipe baru 2lt 3 kamar - Bukit Permai Ext""";"4,00";"4,00";156600;"626.400,00";Finish;0%;MEDIA INFORMASI;2 Hari;274 Hari
0013/PO/CD/V/2023/CIC/MKESE;SAHABAT USAHA TEKNIK - BOGOR;03-05-2023;17-05-2023;30957;LAMPU;Lampu TL. biasa Merk Philips 36 Watt;"3,00";"3,00";25000;"75.000,00";Finish;0%;LISTRIK;2 Hari;14 Hari
0013/PO/CD/V/2023/CIC/MKESE;SAHABAT USAHA TEKNIK - BOGOR;03-05-2023;17-05-2023;30957;LAMPU;Lampu TL LED Merk Philips 16 Watt;"7,00";"7,00";50000;"350.000,00";Finish;0%;LISTRIK;2 Hari;14 Hari
0013/PO/CD/V/2023/CIC/MKESE;SAHABAT USAHA TEKNIK - BOGOR;03-05-2023;17-05-2023;30957;LAMPU;Lampu Bohlam Merk Philips  10 Watt;"25,00";"25,00";48000;"1.200.000,00";Finish;0%;LISTRIK;2 Hari;14 Hari
0014/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;12-01-2023;17-01-2023;31501;KULKAS FRIDGE;"Tipe: SJ-317MG, Listrik : 130 Watt, Dimensi : W 545 x D 588 x H 1.630 mm";"1,00";"1,00";3300000;"3.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;6 Hari;5 Hari
0014/PO/CD/III/2023/CIC/CIE;Dodi Kohanta - Jonggol;06-03-2023;28-03-2023;31054;BATU MACADAM / MAKADAM;-;"14,00";"14,00";300000;"4.200.000,00";Finish;0%;MATERIAL KONSTRUKSI;0 Hari;22 Hari
0014/PO/CD/III/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;21-03-2023;01-04-2023;31554;KOMPOR GAS;"Tipe BH 0325, warna hitam, 2 tungku, aluminum burner, triple ring burners";"3,00";"3,00";1850000;"5.550.000,00";Finish;0%;PERALATAN DAPUR;1 Hari;11 Hari
0014/PO/CD/V/2023/CIC/AIMP;SAHABAT USAHA TEKNIK - BOGOR;28-05-2023;05-06-2023;30961;LAMPU LAINNYA;"Warna kuning, 5 Watt";"3,00";"3,00";20000;"60.000,00";Finish;0%;LISTRIK;2 Hari;8 Hari
0014/PO/CD/V/2023/CIC/AIMP;SAHABAT USAHA TEKNIK - BOGOR;28-05-2023;05-06-2023;30961;LAMPU LAINNYA;"Warna putih, 10 Watt";"9,00";"9,00";48000;"432.000,00";Finish;0%;LISTRIK;2 Hari;8 Hari
0014/PO/CD/V/2023/CIC/MKESE;PT. REFRITAMA  SUMMIT SARANA - BOGOR;25-05-2023;29-05-2023;31486;FREON AC;FREON R410;"1,00";"1,00";150000;"150.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;4 Hari
0015/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;12-01-2023;17-01-2023;30544;MESIN CUCI;"Tipe: ES-M-1000T, Kapasitas : 10 kg, daya : 410 W";"1,00";"1,00";3600000;"3.600.000,00";Finish;0%;KEBERSIHAN;6 Hari;5 Hari
0015/PO/CD/III/2023/CIC/CIE;Pinus Design - Cikarang;06-03-2023;21-03-2023;31822;CETAKAN LAIN;Cetak warna 4A. 80gr;"2,00";"2,00";125000;"250.000,00";Finish;0%;RUPA - RUPA;0 Hari;15 Hari
0015/PO/CD/III/2023/CIC/CIE;Pinus Design - Cikarang;06-03-2023;21-03-2023;31822;CETAKAN LAIN;Cetak warna 4A. 80gr;"6,00";"6,00";125000;"750.000,00";Finish;0%;RUPA - RUPA;0 Hari;15 Hari
0015/PO/CD/III/2023/CIC/CIE;Pinus Design - Cikarang;06-03-2023;21-03-2023;31822;CETAKAN LAIN;Cetak warna 4A. 80gr;"7,00";"7,00";125000;"875.000,00";Finish;0%;RUPA - RUPA;0 Hari;15 Hari
0015/PO/CD/III/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;21-03-2023;01-04-2023;31458;AC SPLIT WALL;"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt";"5,00";"5,00";2300000;"11.500.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;11 Hari
0015/PO/CD/V/2023/CIC/AIMP;PT. PLATBOARD LUTSINDO - Bekasi;28-05-2023;;31388;SPANDUK;"Bahan: flexi, Ukuran 48.08 x 2.08 meter, Materi : ""Something Great Is Coming""";"1,00";;2250144;"2.250.144,00";Dalam Proses;0%;MEDIA INFORMASI;2 Hari;
0015/PO/CD/VII/2023/CIC/MKESE;Global Mitra Proteksindo - Jakarta;07-07-2023;;31600;APAR / TABUNG APAR;"CO2, 5 Kg";"1,00";;225000;"225.000,00";Dalam Proses;0%;PERALATAN KEAMANAN;1 Hari;
0016/PO/CD/I/2023/CIC/CI;PT. PLATBOARD LUTSINDO - Bekasi;16-01-2023;09-02-2023;31370;BILLBOARD;"Bahan: flexi, Uk. 9x7meter, Lokasi: patung kuda SPBU";"1,00";"1,00";1417500;"1.417.500,00";Finish;0%;MEDIA INFORMASI;3 Hari;24 Hari
0016/PO/CD/III/2023/CIC/CIE;MITRA GLODOK - JAKARTA;10-03-2023;;30871;POWER SUPPLY;"DC 12 V , 50 A , 600 watt";"4,00";;601000;"2.404.000,00";Dalam Proses;0%;LISTRIK;1 Hari;
0016/PO/CD/IV/2023/CIC/MKES;PT. PLATBOARD LUTSINDO - Bekasi;03-04-2023;03-04-2023;31365;BANNER;"Bahan: Flexi, Uk. 60x290cm, materi: Bukit Viola";"1,00";"1,00";39150;"39.150,00";Finish;0%;MEDIA INFORMASI;1 Hari;0 Hari
0016/PO/CD/IV/2023/CIC/MKES;PT. PLATBOARD LUTSINDO - Bekasi;03-04-2023;03-04-2023;31365;BANNER;"Bahan: Flexi, Uk. 90x396cm, materi: Bukit Viola";"10,00";"10,00";80190;"801.900,00";Finish;0%;MEDIA INFORMASI;1 Hari;0 Hari
0016/PO/CD/VI/2023/CIC/AIMP;"ADIKARYA INTI SOLUSI, PT";08-06-2023;16-08-2023;30656;KABEL JARINGAN;USB LAN Gigabit 1000 mbps;"1,00";"1,00";270270;"270.270,00";Finish;0%;KOMPUTER;6 Hari;69 Hari
0016/PO/CD/VII/2023/CIC/MKESE;Global Mitra Proteksindo - Jakarta;25-07-2023;;31605;REFILL APAR;Powder 3 KG;"1,00";;135000;"135.000,00";Dalam Proses;0%;PERALATAN KEAMANAN;5 Hari;
0017/PO/CD/I/2023/CIC/CI;Alvin Azizi - Tangerang;16-01-2023;25-01-2023;31388;SPANDUK;"Bahan: Polyester, Uk. 1x8meter, materi: Harga mulai 236jt-an, DP 0%";"300,00";"300,00";68000;"20.400.000,00";Finish;0%;MEDIA INFORMASI;3 Hari;9 Hari
0017/PO/CD/I/2023/CIC/CI;Alvin Azizi - Tangerang;16-01-2023;25-01-2023;31388;SPANDUK;"Bahan: Polyester, Uk. 1x8meter, materi: Rumah 2KT cicilan 2jt/ bulan";"300,00";"300,00";68000;"20.400.000,00";Finish;0%;MEDIA INFORMASI;3 Hari;9 Hari
0017/PO/CD/III/2023/CIC/CIE;CV. Sanjaya - Bekasi;10-03-2023;19-03-2023;31836;STIKER INFORMASI;"Bahan: Vynil, warna text kayu";"7500,00";"7500,00";1900;"14.250.000,00";Finish;0%;RUPA - RUPA;0 Hari;9 Hari
0017/PO/CD/IV/2023/CIC/MKES;Alvin Azizi - Tangerang;03-04-2023;15-04-2023;30514;UMBUL UMBUL;"Bahan: Polyester, Ukuran: 5 x 1,15 meter, Materi: Bukit Viola";"50,00";"50,00";42500;"2.125.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;1 Hari;12 Hari
0017/PO/CD/IX/2023/CIC/MKESE;Toko Pasific Elektronik -  Jonggol;05-09-2023;25-09-2023;30957;LAMPU;"Lampu TL LED, 16 Watt, warna putih";"10,00";"10,00";87500;"875.000,00";Finish;0%;LISTRIK;0 Hari;20 Hari
0017/PO/CD/VI/2023/CIC/AIMP;ADE ABDILLAH - BOGOR;15-06-2023;05-07-2023;31398;NOMOR RUMAH / RUKO / TOKO;"Uk 18x35 cm, alas acrylic hitam 3mm, cover acrylic hitam 4 mm dilapisi sticker hairline, Pen ScrubPiser masing2 4bh.";"6,00";"6,00";170000;"1.020.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0018/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;16-01-2023;17-01-2023;30216;TELEVISI/TV LED;"Tipe: 24CTD2000, 24 Inch, digital TV, HD Reeady 1366 x 768, IPS panel";"3,00";"3,00";1100000;"3.300.000,00";Finish;0%;AUDIO DAN VISUAL;3 Hari;1 Hari
0018/PO/CD/III/2023/CIC/CIE;TOKO GS;10-03-2023;16-03-2023;31659;KUAS;3 Inch;"2,00";"2,00";15000;"30.000,00";Finish;0%;PERALATAN KERJA LAPANGAN;0 Hari;6 Hari
0018/PO/CD/III/2023/CIC/CIE;TOKO GS;10-03-2023;16-03-2023;30287;THINNER / TINER;Kemasan 5 liter;"2,00";"2,00";145000;"290.000,00";Finish;0%;CHEMICAL;0 Hari;6 Hari
0018/PO/CD/IV/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;04-04-2023;12-04-2023;31458;AC SPLIT WALL;"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt";"2,00";"2,00";2300000;"4.600.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;8 Hari
0018/PO/CD/IX/2023/CIC/MKESE;PT. Mandiri Jaya Perkasa Utama - Jakarta;09-09-2023;27-09-2023;30235;BBM SOLAR;Solar industri (B35);"500,00";"500,00";24324;"12.162.000,00";Finish;0%;CHEMICAL;4 Hari;18 Hari
0018/PO/CD/VII/2023/CIC/AIMP;PT. PLATBOARD LUTSINDO - Bekasi;18-07-2023;07-08-2023;31388;SPANDUK;"Bahan. fexi, Materi: MMT mall, Lokasi: pohon seribu, Uk. 26,58x2,08 meter";"1,00";"1,00";1243944;"1.243.944,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0018/PO/CD/VII/2023/CIC/AIMP;PT. PLATBOARD LUTSINDO - Bekasi;18-07-2023;07-08-2023;31388;SPANDUK;"Bahan. fexi, Materi: MMT mall, Lokasi: pohon seribu, Uk. 24,83x2,08 meter";"1,00";"1,00";1162044;"1.162.044,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0019/PO/CD/I/2023/CIC/CI;MITRA INDAH - BOGOR;17-01-2023;31-01-2023;31788;TERPAL;Uk. 5x7 meter;"5,00";"5,00";340000;"1.700.000,00";Finish;0%;RUPA - RUPA;0 Hari;14 Hari
0019/PO/CD/III/2023/CIC/CIE;Ace Hardware - Cibubur;13-03-2023;11-04-2023;31262;MESIN KOMPRESOR;"COMPRESSOR 1HP 8B 8L 1P DD CRDC0108 - Daya : 750 W, Tekanan (bar / psi) : 8/115, Volume tangki (Ltr) : 8";"1,00";"1,00";1789000;"1.789.000,00";Finish;0%;MECHANICAL;3 Hari;29 Hari
0019/PO/CD/IV/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;04-04-2023;12-04-2023;31458;AC SPLIT WALL;"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt";"5,00";"5,00";2300000;"11.500.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;8 Hari
0019/PO/CD/IX/2023/CIC/MKESE;Toko Pasific Elektronik -  Jonggol;10-09-2023;26-09-2023;30818;PRINTER INK JET;Tipe L 3210;"1,00";"1,00";2225000;"2.225.000,00";Finish;0%;KOMPUTER;2 Hari;16 Hari
0019/PO/CD/VII/2023/CIC/AIMP;Alvin Azizi - Tangerang;18-07-2023;11-08-2023;31388;SPANDUK;"Bahan: poliester, materi: rumah 2lt, 3 kamar, Uk: 1,15x8 meter";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;24 Hari
0020/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;17-01-2023;17-01-2023;31507;DISPENSER GALON;Dispenser Galon Bawah Sanken Tipe HWD 5351C;"1,00";"1,00";1550000;"1.550.000,00";Finish;0%;PERALATAN DAPUR;1 Hari;0 Hari
0020/PO/CD/III/2023/CIC/CIE;TOKO GS;13-03-2023;16-03-2023;31032;LEM;"Epoxy Adhesives, netto: 48gr";"2,00";"2,00";15000;"30.000,00";Finish;0%;MATERIAL KONSTRUKSI;3 Hari;3 Hari
0020/PO/CD/III/2023/CIC/CIE;TOKO GS;13-03-2023;16-03-2023;31032;LEM;"Lem fiber glass, netto: 200gr";"2,00";"2,00";20000;"40.000,00";Finish;0%;MATERIAL KONSTRUKSI;3 Hari;3 Hari
0020/PO/CD/III/2023/CIC/CIE;TOKO GS;13-03-2023;16-03-2023;31032;LEM;"Lem Tetes, netto: 15 gr";"4,00";"4,00";8000;"32.000,00";Finish;0%;MATERIAL KONSTRUKSI;3 Hari;3 Hari
0020/PO/CD/IV/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;10-04-2023;18-04-2023;31555;KOMPOR INDUKSI;"1 tungku, tipe IDC-300";"1,00";"1,00";285000;"285.000,00";Finish;0%;PERALATAN DAPUR;2 Hari;8 Hari
0020/PO/CD/IX/2023/CIC/MKESE;ADE ABDILLAH - BOGOR;15-09-2023;26-09-2023;31356;PLANG NAMA JALAN;"Plang rambu, plat 1,2mm, cutting sticker 60x60cm, pipa 3mm, tiang pipa 2""";"1,00";"1,00";350000;"350.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;11 Hari
0020/PO/CD/IX/2023/CIC/MKESE;ADE ABDILLAH - BOGOR;15-09-2023;26-09-2023;31356;PLANG NAMA JALAN;"Acrylic hitam 3mm, cutting sticker, uk. 80x35cm, rantai gantung, materi : ''Toilet & musholla ''";"4,00";"4,00";125000;"500.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;11 Hari
0020/PO/CD/IX/2023/CIC/MKESE;ADE ABDILLAH - BOGOR;15-09-2023;26-09-2023;31356;PLANG NAMA JALAN;"Acrylic hitam 3mm, cutting sticker, uk. 35x15cm, rantai gantung, materi : ''Toilet wanita, toilet pria, ruang janitor''";"6,00";"6,00";100000;"600.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;11 Hari
0020/PO/CD/VII/2023/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;25-07-2023;;30638;MOUSE PAD;Warna hitam;"1,00";;15000;"15.000,00";Dalam Proses;100%;KOMPUTER;5 Hari;
0021/PO/CD/I/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;17-01-2023;28-01-2023;31458;AC SPLIT WALL;"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt";"4,00";"4,00";2300000;"9.200.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;11 Hari
0021/PO/CD/III/2023/CIC/CIE;TOKO GS;13-03-2023;;30661;KABEL TWISTED;Uk. 2 x 10;"150,00";;6500;"975.000,00";Dalam Proses;0%;KOMPUTER;2 Hari;
0021/PO/CD/IV/2023/CIC/MKES;Bina Jaya Computer - Jakarta;14-04-2023;26-04-2023;30810;PITA / TINTA/ TONER PRINTER;728 Mate Black;"1,00";"1,00";1730000;"1.730.000,00";Finish;0%;KOMPUTER;2 Hari;12 Hari
0021/PO/CD/VII/2023/CIC/AIMP;Toko Buku Gunung Intan - Jonggol;25-07-2023;28-07-2023;30129;TRAY STATIONERY;"Bahan : Besi, Warna Hitam";"1,00";"1,00";135000;"135.000,00";Finish;0%;ALAT TULIS KANTOR;5 Hari;3 Hari
0021/PO/CD/X/2023/CIC/MKESE;TOKO GS;17-10-2023;20-10-2023;31871;JET WASHER / SHOWER SPRAY;"Uk. 1/2"", warna putih, tipe S-75";"5,00";"5,00";120000;"600.000,00";Finish;0%;SANITAIR DAN KAMAR MANDI;0 Hari;3 Hari
0022/PO/CD/I/2023/CIC/CI;HYUNDAI - JAKARTA  SELATAN;18-01-2023;;30596;BAN MOBIL;"Stargazer Active 1,5MT, warna putih. Smartstream G1.5 MPI Inline 4 cylinders, MFR headlamps, Bench Seat";"1,00";;195609910;"195.609.910,00";Dalam Proses;0%;KENDARAAN;1 Hari;
0022/PO/CD/III/2023/CIC/CIE;Dodi Kohanta - Jonggol;13-03-2023;23-03-2023;31054;BATU MACADAM / MAKADAM;-;"14,00";"14,00";300000;"4.200.000,00";Finish;0%;MATERIAL KONSTRUKSI;3 Hari;10 Hari
0022/PO/CD/IV/2023/CIC/MKES;Immanuel Offset Printing - Jakarta;14-04-2023;08-06-2023;30006;AMPLOP KOP;"Amplop jendela, ada cetakan logo & alamat PT. MKES";"50,00";"50,00";77500;"3.875.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;55 Hari
0022/PO/CD/VII/2023/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;25-07-2023;04-08-2023;30679;FLASH DISK / FLASH DRIVE;64 GB;"2,00";"2,00";75000;"150.000,00";Finish;0%;KOMPUTER;5 Hari;10 Hari
0023/PO/CD/I/2023/CIC/CI;"ADIKARYA INTI SOLUSI, PT";19-01-2023;27-01-2023;30768;SOFTWARE ADOBE;Adobe photoshop creative cloud 1th;"1,00";"1,00";8424000;"8.424.000,00";Finish;0%;KOMPUTER;3 Hari;8 Hari
0023/PO/CD/I/2023/CIC/CI;"ADIKARYA INTI SOLUSI, PT";19-01-2023;27-01-2023;30790;SOFTWARE MICROSOFT WINDOWS;Sosftware OS WinN 11 Profesional;"1,00";"1,00";2387700;"2.387.700,00";Finish;0%;KOMPUTER;3 Hari;8 Hari
0023/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30963;LAMPU PJU;15 Watt;"6,00";"6,00";50000;"300.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0023/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30879;MCB;25 Ampere;"1,00";"1,00";85000;"85.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0023/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30879;MCB;16 Ampere;"1,00";"1,00";75000;"75.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0023/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30967;MODUL LAMPU;20  Watt;"2,00";"2,00";75000;"150.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0023/PO/CD/IV/2023/CIC/MKES;Pinus Design - Cikarang;20-04-2023;11-05-2023;31809;KARTU IDENTITAS;"Wrn putih, logo kiri atas, a.n Fajar";"3,00";"3,00";22000;"66.000,00";Finish;0%;RUPA - RUPA;1 Hari;21 Hari
0023/PO/CD/IV/2023/CIC/MKES;Pinus Design - Cikarang;20-04-2023;11-05-2023;31839;STIKER NAMA KARYAWAN;"Bahan vynil, wrn putih, a.n Fajar";"40,00";"40,00";9000;"360.000,00";Finish;0%;RUPA - RUPA;1 Hari;21 Hari
0023/PO/CD/VIII/2023/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;07-08-2023;18-08-2023;30216;TELEVISI/TV LED;"LED TV 43"", TIPE 43S3U";"1,00";"1,00";2800000;"2.800.000,00";Finish;0%;AUDIO DAN VISUAL;3 Hari;11 Hari
0023/PO/CD/XI/2023/CIC/MKESE;DRA TETI SUPARTI -  BEKASI;23-11-2023;;30339;SERAGAM KARYAWAN;"Kemeja & Celana, warna biru, kode bahan 22A";"1,00";;400000;"400.000,00";Dalam Proses;0%;FASHION;3 Hari;
0024/PO/CD/I/2023/CIC/CI;MURNI MOTOR - CILEUNGSI;20-01-2023;26-01-2023;30607;MOTOR MATIK / SKUTER MATIK;All new beat CBS;"2,00";"2,00";18775000;"37.550.000,00";Finish;0%;KENDARAAN;1 Hari;6 Hari
0024/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;31067;FITTING LAMPU;-;"2,00";"2,00";6000;"12.000,00";Finish;0%;MATERIAL KONSTRUKSI;0 Hari;10 Hari
0024/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30963;LAMPU PJU;10 Watt;"2,00";"2,00";36000;"72.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0024/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30963;LAMPU PJU;12 Watt;"2,00";"2,00";38000;"76.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0024/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30963;LAMPU PJU;22 Watt;"2,00";"2,00";75000;"150.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0024/PO/CD/III/2023/CIC/CIE;TOKO GS;14-03-2023;24-03-2023;30963;LAMPU PJU;55 Watt;"3,00";"3,00";85000;"255.000,00";Finish;0%;LISTRIK;0 Hari;10 Hari
0024/PO/CD/IV/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;21-04-2023;16-05-2023;31555;KOMPOR INDUKSI;"1 tungku, tipe IDC-300";"8,00";"8,00";285000;"2.280.000,00";Finish;0%;PERALATAN DAPUR;0 Hari;25 Hari
0024/PO/CD/VIII/2023/CIC/AIMP;Alvin Azizi - Tangerang;07-08-2023;02-09-2023;30514;UMBUL UMBUL;"Polyester, Ukuran: 5 x 1,15 meter, Materi: Bukit Permai";"100,00";"100,00";42500;"4.250.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;1 Hari;26 Hari
0024/PO/CD/XI/2023/CIC/MKESE;Ace Hardware - Cibubur;28-11-2023;17-01-2024;30620;DISPENSE HAND SANITIZER;"Dilengkapi kunci, baut, dan fisher, tombol untuk mengeluarkan sabun, kapasitas : 380 ml, material : plastik PP dan ABS";"7,00";"7,00";99900;"699.300,00";Finish;0%;KESEHATAN;1 Hari;50 Hari
